"species","start_year","end_year","trend_type","region","trend","lci","uci","percent_change","p_ch_lci","p_ch_uci","prob_decline","prob_decline_GT30","prob_decline_GT50","prob_decline_GT70","mean_abundance","mean_observed","mean_n_surveys","centered_log_trend","centered_log_trend_lci","centered_log_trend_uci","region_type"
"American Avocet",2004,2021,"15-year","East Inland",4.4611869727211,-6.88433002158247,18.8645230768938,98.3851620280528,-70.2568355942923,1787.50599200449,0.271,0.16,0.0826666666666667,0.026,0.18854612829808,NA,NA,0.0145667405425887,-0.139542124982786,0.15359591615191,"Region"
"American Avocet",2004,2021,"15-year","Midcontinental",-0.177548289914091,-8.29479027796602,10.3330756979356,-10.121726944199,-77.0544663071368,432.105167915983,0.554333333333333,0.362333333333333,0.205666666666667,0.0573333333333333,467.04232435338,NA,NA,-0.0299410649335019,-0.153802420118935,0.0317395220799655,"Region"
"American Avocet",2004,2021,"15-year","Northeast US Coastal",11.4795691248506,2.00208153774487,23.7621033865697,493.26441102802,40.0727281331678,3649.65567668207,0.00533333333333333,0.00166666666666667,0.000333333333333333,0,23.4545548317065,NA,NA,0.0803854727250491,-0.0450235202648434,0.192906810896212,"Region"
"American Avocet",2004,2021,"15-year","Pacific and Intermountain",16.7446293397669,2.24569675964948,39.7031328454825,1021.68165996703,45.8700857044131,29310.9128555336,0.00733333333333333,0.00133333333333333,0.000333333333333333,0,389.723970302917,NA,NA,0.124298349033257,0.00909288799146266,0.237786468167539,"Region"
"American Avocet",2004,2021,"15-year","Southeast Coastal",1.13651292684089,-13.8086311855564,18.5995418265246,15.8011573915774,-92.0037836120757,1717.23551170725,0.452666666666667,0.352333333333333,0.263666666666667,0.161,242.627154102389,NA,NA,-0.0190564288185364,-0.199555144058595,0.117583151490754,"Region"
"American Avocet",2004,2021,"15-year","Texas Coastal",-10.1969621816373,-24.9063329530191,5.58029536817968,-84.0743088189984,-99.2321824372918,151.714856313806,0.903333333333333,0.854,0.788666666666667,0.673666666666667,695.709719590759,NA,NA,-0.138427601491264,-0.357056678493364,0.0120158529124268,"Region"
"American Avocet",1980,2021,"Long-term","East Inland",0.452673186026246,-4.12732141890463,6.0990160270059,12.29768071917,-82.2380698148623,1032.83265785483,0.456,0.315,0.209,0.0933333333333333,0.162106452734997,NA,NA,-0.0180455067018431,-0.083582089073362,0.0401170249605229,"Region"
"American Avocet",1980,2021,"Long-term","Midcontinental",0.305783522336217,-3.20029210189559,4.7959057908867,6.64350165719843,-73.6466291044193,582.522759702109,0.467,0.285,0.151333333333333,0.0413333333333333,395.12460242973,NA,NA,-0.0193727423250077,-0.0715129413802756,0.00290394560254971,"Region"
"American Avocet",1980,2021,"Long-term","Northeast US Coastal",2.15117929667282,-1.46026023468875,6.30492198119106,129.525104175154,-45.2898508996795,1126.55893456207,0.142666666666667,0.0556666666666667,0.0153333333333333,0.00166666666666667,15.2903387323425,NA,NA,-0.00113620334928241,-0.0549260355480781,0.0443422309073602,"Region"
"American Avocet",1980,2021,"Long-term","Pacific and Intermountain",5.71638559476698,-0.397452030518446,14.1559625470971,728.149792788669,-15.0646637964831,22674.1818834219,0.034,0.014,0.00466666666666667,0.00166666666666667,189.598699072996,NA,NA,0.0327402255439181,-0.0196182031126884,0.0759959785509609,"Region"
"American Avocet",1980,2021,"Long-term","Southeast Coastal",2.98512935454769,-2.78879245991581,9.36054755261507,213.738840800862,-68.6404226829348,3820.01530897424,0.154666666666667,0.0906666666666667,0.055,0.0233333333333333,150.719093116183,NA,NA,0.0067473796552839,-0.06457640174459,0.0615337045593875,"Region"
"American Avocet",1980,2021,"Long-term","Texas Coastal",0.58699028376754,-6.93615691596688,8.83263107893562,19.4011622047646,-94.7516687316147,3114.58032926727,0.455666666666667,0.370666666666667,0.289666666666667,0.193,549.550530734929,NA,NA,-0.0171743222830273,-0.107554397821752,0.0575912943946252,"Region"
"American Avocet",2007,2021,"Recent-three-generation","East Inland",5.38450555889348,-7.29819690721652,21.7415707449278,94.3333767810692,-65.3873742576836,1470.88817507551,0.249,0.136,0.0663333333333333,0.018,0.203679908195696,NA,NA,0.0175515342583916,-0.162777721515835,0.172550717142517,"Region"
"American Avocet",2007,2021,"Recent-three-generation","Midcontinental",-0.324714787101809,-8.91765574353896,11.3007382005914,-10.2698616359726,-72.9555098334398,347.685780798023,0.573333333333333,0.352,0.172,0.037,479.894580582556,NA,NA,-0.0369044236962582,-0.184004383210074,0.0326022016689668,"Region"
"American Avocet",2007,2021,"Recent-three-generation","Northeast US Coastal",13.6639256827695,3.08370123836466,28.0038529954301,462.404294293988,52.9889528092991,3070.46531340243,0.003,0.001,0.000333333333333333,0,26.3325200793111,NA,NA,0.0941542474062593,-0.0494371401706796,0.218273397501525,"Region"
"American Avocet",2007,2021,"Recent-three-generation","Pacific and Intermountain",18.96829460642,2.20436966273685,47.2694889361475,791.869539513566,35.6977033427553,22472.4682611408,0.0103333333333333,0.00133333333333333,0.000333333333333333,0,458.494025160278,NA,NA,0.136494219113358,0.00930821160589415,0.269778054718171,"Region"
"American Avocet",2007,2021,"Recent-three-generation","Southeast Coastal",0.929401466719803,-15.4961424283179,20.0731188478821,8.71637105528189,-90.5316965262909,1194.92590994722,0.469,0.357666666666667,0.259,0.146333333333333,259.020291267311,NA,NA,-0.0270714014894567,-0.230869601784946,0.121767118607902,"Region"
